profile_code,profile_name,profile_description,source_category_fields_available,matched_keywords,initial_group,confidence,reason,filter_tier,filter_reason,profile_family,recommended_use
6164,Coal-Fired Power Plant,"Average of three tests.  Coal type - Subbituminous, Plant ID: 0112690000-06179, Unit No. 3. Total Mercury = particle bound mercury + oxidized mercury + elemental mercury",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),B_reference_later,coal/lignite; industrial/reference proxy,coal,keep_as_reference_or_later
6165,Coal-Fired Power Plant,"Average of three tests.  Coal type - Subbituminous, Plant ID: 0154730000-02451, Unit No. 2. Total Mercury = particle bound mercury + oxidized mercury + elemental mercury",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),B_reference_later,coal/lignite; industrial/reference proxy,coal,keep_as_reference_or_later
6166,Coal-Fired Power Plant,"Average of three tests.  Coal type - Waste Bituminous, Plant ID: 50974, Unit No. GEN1. Total Mercury = particle bound mercury + oxidized mercury + elemental mercury",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),B_reference_later,coal/lignite; industrial/reference proxy,coal,keep_as_reference_or_later
6167,Coal-Fired Power Plant,"Average of three tests.  Coal type - Bituminous, Plant ID: 54304, Unit No. 1. Total Mercury = particle bound mercury + oxidized mercury + elemental mercury",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),B_reference_later,coal/lignite; industrial/reference proxy,coal,keep_as_reference_or_later
6169,Coal-Fired Power Plant,"Average of three tests.  Coal type - Subbituminous/Bituminous, Plant ID: 0051090000-01743, Unit No. 4. Total Mercury = particle bound mercury + oxidized mercury + elemental mercury",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),B_reference_later,coal/lignite; industrial/reference proxy,coal,keep_as_reference_or_later
6170,Coal-Fired Power Plant,"Average of three tests.  Coal type - Lignite, Plant ID: 0195140000-02824, Unit No. 1. Total Mercury = particle bound mercury + oxidized mercury + elemental mercury",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal; lignite,coal,high,explicit source match in category field(s),B_reference_later,coal/lignite; industrial/reference proxy,coal,keep_as_reference_or_later
6171,Coal-Fired Power Plant,"Average of three tests.  Coal type - Lignite, Plant ID: 0195140000-02824, Unit No. 10. Total Mercury = particle bound mercury + oxidized mercury + elemental mercury",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal; lignite,coal,high,explicit source match in category field(s),B_reference_later,coal/lignite; industrial/reference proxy,coal,keep_as_reference_or_later
6173,Coal-Fired Power Plant,"Average of three tests.  Coal type - Lignite, Plant ID: 0400510000-07030, Unit No. U2. Total Mercury = particle bound mercury + oxidized mercury + elemental mercury",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal; lignite,coal,high,explicit source match in category field(s),B_reference_later,coal/lignite; industrial/reference proxy,coal,keep_as_reference_or_later
6174,Coal-Fired Power Plant,"Average of three tests.  Coal type - Bituminous/Petroleum Coke, Plant ID: 0208470000-04042, Unit No. 2. Total Mercury = particle bound mercury + oxidized mercury + elemental mercury",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),B_reference_later,coal/lignite; industrial/reference proxy,coal,keep_as_reference_or_later
6175,Coal-Fired Power Plant,"Average of three tests.  Coal type - Bituminous, Plant ID: 0154660000-00477, Unit No. 5. Total Mercury = particle bound mercury + oxidized mercury + elemental mercury",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),B_reference_later,coal/lignite; industrial/reference proxy,coal,keep_as_reference_or_later
6176,Coal-Fired Power Plant,"Average of three tests.  Coal type - Bituminous, Plant ID: 0139980000-02866, Unit No. 1. Total Mercury = particle bound mercury + oxidized mercury + elemental mercury",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),B_reference_later,coal/lignite; industrial/reference proxy,coal,keep_as_reference_or_later
6177,Coal-Fired Power Plant,"Average of three tests.  Coal type - Bituminous, Plant ID: 0154700000-01010, Unit No. 1 + 1A. Total Mercury = particle bound mercury + oxidized mercury + elemental mercury",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),B_reference_later,coal/lignite; industrial/reference proxy,coal,keep_as_reference_or_later
6178,Coal-Fired Power Plant,"Average of three tests.  Coal type - Bituminous, Plant ID: 0186420000-00050, Unit No. 6. Total Mercury = particle bound mercury + oxidized mercury + elemental mercury",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),B_reference_later,coal/lignite; industrial/reference proxy,coal,keep_as_reference_or_later
6179,Coal-Fired Power Plant,"Average of three tests.  Coal type - Subbituminous, Plant ID: 0143540000-06101, Unit No. BW 91. Total Mercury = particle bound mercury + oxidized mercury + elemental mercury",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),B_reference_later,coal/lignite; industrial/reference proxy,coal,keep_as_reference_or_later
6318,Bituminous Coal-Fired Power Plant,-,profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),B_reference_later,coal/lignite; industrial/reference proxy,bituminous coal,keep_as_reference_or_later
6319,Coal Combustion - Power Plants,Recommended by the SPECIATE workgroup (11/09/2009).  Limited data supporting information.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,transport exhaust; coal/lignite; industrial/reference proxy,coal combustion,keep_for_v0_source_set
6320,Coal Combustion - Residential Heat,Recommended by the SPECIATE workgroup (11/09/2009).  Limited data supporting information.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust; coal/lignite,coal combustion,keep_for_v0_source_set
8938,Coal Combustion - Fly Ash - Subbituminous Coal - Ultrafine,Montana subbituminous coal,profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),C_drop,transport exhaust; coal/lignite,coal combustion,drop_from_v0
8939,Coal Combustion - Fly Ash - Subbituminous Coal - Fine,Montana subbituminous coal,profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),C_drop,transport exhaust; coal/lignite,coal combustion,drop_from_v0
8940,Coal Combustion - Fly Ash - Subbituminous Coal - Coarse,Montana subbituminous coal,profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),C_drop,transport exhaust; coal/lignite,coal combustion,drop_from_v0
8941,Coal Combustion - Fly Ash - Bituminous Coal - Fine,W. Kentucky bituminous coal,profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),C_drop,transport exhaust; coal/lignite,coal combustion,drop_from_v0
8942,Coal Combustion - Fly Ash - Bituminous Coal - Coarse,W. Kentucky bituminous coal,profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),C_drop,transport exhaust; coal/lignite,coal combustion,drop_from_v0
91025,Draft PMSO2ControlledLigniteCombustion - Composite,"Median of Profiles 4367, 4368, 4369, and 4370.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,lignite; coal,coal,high,explicit source match in category field(s),A_core_v0,transport exhaust; coal/lignite,draft pmso2controlledlignitecombustion,keep_for_v0_source_set
91028,Draft Residential Coal Combustion - Composite,Replaced by Profile 91155.  Median of Profiles 3761 and 432012.5.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust; coal/lignite,draft residential coal combustion,keep_for_v0_source_set
91041,Draft SubBituminousCombustion - Composite,"Replaced by Profile 91110.  Median of Profiles 3191, 3192, 3690, 3694, and 3700.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,transport exhaust; coal/lignite,draft subbituminouscombustion,keep_for_v0_source_set
91048,Draft Bituminous Coal Combustion - Composite,"Replaced by Profile 91104.  Median of Profiles 3690, 3694, and 3700.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,transport exhaust; coal/lignite,draft bituminous coal combustion,keep_for_v0_source_set
91104,Bituminous Combustion - Composite,"Median of Profiles 3690, 3694, 3700",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,transport exhaust; coal/lignite,bituminous combustion,keep_for_v0_source_set
91110,Sub-Bituminous Combustion - Composite,"Median of Profiles 3191, 3192",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,transport exhaust; coal/lignite,sub,keep_for_v0_source_set
